timestamp,open,high,low,close,volume,time_iso,ohlc,is_closed,RSI,MACD,MACD_Signal,MACD_Histogram,BB_Upper,BB_Middle,BB_Lower,BB_Width,BB_Position,ATR,Stoch_K,Stoch_D,Williams_R,CCI,VWAP,Volume_RSI,OBV,Momentum,ROC
1757779200000,115786.7,115836.8,115126.0,115531.6,0,2025-09-13T16:00:00Z,"{'open': 115786.7, 'high': 115836.8, 'low': 115126.0, 'close': 115531.6}",True,,,,,,,,,,0.0,,,,,,,0,,
1757757600000,116059.4,116212.2,115619.4,115786.7,1,2025-09-13T10:00:00Z,"{'open': 116059.4, 'high': 116212.2, 'low': 115619.4, 'close': 115786.7}",True,,,,,,,,,,0.0,,,,,,,1,,
1757736000000,115988.7,116111.4,115687.0,116059.4,1,2025-09-13T04:00:00Z,"{'open': 115988.7, 'high': 116111.4, 'low': 115687.0, 'close': 116059.4}",True,,,,,,,,,,0.0,,,,,,,2,,
1757714400000,115894.1,116409.4,115616.5,115988.8,1,2025-09-12T22:00:00Z,"{'open': 115894.1, 'high': 116409.4, 'low': 115616.5, 'close': 115988.8}",True,,,,,,,,,,0.0,,,,,,,1,,
1757692800000,115092.0,116711.2,114996.6,115893.8,1,2025-09-12T16:00:00Z,"{'open': 115092.0, 'high': 116711.2, 'low': 114996.6, 'close': 115893.8}",True,,,,,,,,,,0.0,,,,,,,0,,
1757671200000,115050.3,115461.7,114727.2,115092.0,1,2025-09-12T10:00:00Z,"{'open': 115050.3, 'high': 115461.7, 'low': 114727.2, 'close': 115092.0}",True,,,,,,,,,,0.0,,,,,,,-1,,
1757649600000,115194.9,115654.8,114870.3,115050.3,1,2025-09-12T04:00:00Z,"{'open': 115194.9, 'high': 115654.8, 'low': 114870.3, 'close': 115050.3}",True,,,,,,,,,,0.0,,,,,,,-2,,
1757628000000,114475.0,116311.6,114418.8,115195.3,1,2025-09-11T22:00:00Z,"{'open': 114475.0, 'high': 116311.6, 'low': 114418.8, 'close': 115195.3}",True,,,,,,,,,,0.0,,,,,,,-1,,
1757606400000,114154.8,114601.0,114081.1,114475.0,1,2025-09-11T16:00:00Z,"{'open': 114154.8, 'high': 114601.0, 'low': 114081.1, 'close': 114475.0}",True,,,,,,,,,,0.0,,,,,,,-2,,
1757584800000,113880.5,114713.1,113397.6,114154.8,1,2025-09-11T10:00:00Z,"{'open': 113880.5, 'high': 114713.1, 'low': 113397.6, 'close': 114154.8}",True,,,,,,,,,,0.0,,,,,,,-3,,
1757563200000,114384.1,114444.7,113752.2,113880.6,1,2025-09-11T04:00:00Z,"{'open': 114384.1, 'high': 114444.7, 'low': 113752.2, 'close': 113880.6}",True,,,,,,,,,,0.0,,,,,,,-4,-1651.0,
1757541600000,113808.7,114421.0,113635.1,114384.1,1,2025-09-10T22:00:00Z,"{'open': 113808.7, 'high': 114421.0, 'low': 113635.1, 'close': 114384.1}",True,,,,,,,,,,0.0,,,,,,,-3,-1402.5999999999913,
1757520000000,113830.7,114060.1,113112.2,113808.8,1,2025-09-10T16:00:00Z,"{'open': 113830.7, 'high': 114060.1, 'low': 113112.2, 'close': 113808.8}",True,,,,,,,,,,0.0,,,,,,,-4,-2250.5999999999913,-1.4911937513199878
1757498400000,112249.4,114292.3,112118.3,113830.7,1,2025-09-10T10:00:00Z,"{'open': 112249.4, 'high': 114292.3, 'low': 112118.3, 'close': 113830.7}",True,27.52343827502014,,,,,,,,,1108.6571428571417,37.2836334342136,,-62.7163665657864,,114847.10512820513,100.0,-3,-2158.100000000006,-1.68931319400242
1757476800000,111496.8,112813.1,111330.2,112249.4,1,2025-09-10T04:00:00Z,"{'open': 111496.8, 'high': 112813.1, 'low': 111330.2, 'close': 112249.4}",True,17.146782710994657,,,,,,,,,1208.0744897959173,17.082326705073353,,-82.91767329492664,,114653.09047619047,100.0,-4,-3644.4000000000087,-3.282801737730852
1757455200000,111251.6,111597.7,110877.5,111490.1,1,2025-09-09T22:00:00Z,"{'open': 111251.6, 'high': 111597.7, 'low': 110877.5, 'close': 111490.1}",True,14.34929012394214,,,,,,,,,1219.7763119533515,10.501054219449168,21.622338119578703,-89.49894578055083,,114328.01904761905,100.0,-5,-3601.899999999994,-3.87856413722704
1757433600000,110830.9,111679.3,110735.7,111251.6,1,2025-09-09T16:00:00Z,"{'open': 110830.9, 'high': 111679.3, 'low': 110735.7, 'close': 111251.6}",True,13.598797425680274,,,,,,,,,1200.0494325281127,8.633587147519183,12.072322690680567,-91.3664128524808,,113990.13333333333,100.0,-6,-3798.699999999997,-4.005563714366081
1757412000000,112944.0,113018.7,110722.2,110830.9,1,2025-09-09T10:00:00Z,"{'open': 112944.0, 'high': 113018.7, 'low': 110722.2, 'close': 110830.9}",True,12.369808825749715,,,,,,,,,1278.3673302046761,1.814994155952531,6.9832118409736275,-98.18500584404745,,113670.0642857143,100.0,-7,-4364.400000000009,-3.7023424738470148
1757390400000,111669.0,113255.8,111589.8,112944.0,1,2025-09-09T04:00:00Z,"{'open': 111669.0, 'high': 113255.8, 'low': 111589.8, 'close': 112944.0}",True,41.14253997634333,,,,,,,,,1360.2625209043429,39.75024152860771,16.732940944026474,-60.24975847139229,,113436.44523809524,100.0,-6,-1531.0,-1.8307644569375332
1757368800000,112288.7,112481.7,111075.5,111669.0,1,2025-09-08T22:00:00Z,"{'open': 112288.7, 'high': 112481.7, 'low': 111075.5, 'close': 111669.0}",True,33.90809060534376,,,,117295.64435247032,113978.345,110661.04564752968,6634.598704940639,0.1519239365177757,1396.565197982604,16.93920635488606,19.501480679815433,-83.06079364511395,-105.19642315487735,113197.0476190476,100.0,-7,-2485.800000000003,-3.0611491961911668
1757347200000,112587.6,112631.9,111850.9,112288.8,1,2025-09-08T16:00:00Z,"{'open': 112587.6, 'high': 112631.9, 'low': 111850.9, 'close': 112288.8}",True,39.47924024577439,,,,117130.97644278455,113816.205,110501.43355721545,6629.542885569099,0.26960628713560514,1365.5891124124175,28.028053100511745,28.239166994668505,-71.97194689948826,-71.75442765565299,112987.43333333333,100.0,-6,-1591.800000000003,-1.909761956759115
1757325600000,112046.6,112877.7,111710.2,112587.5,1,2025-09-08T10:00:00Z,"{'open': 112046.6, 'high': 112877.7, 'low': 111710.2, 'close': 112587.5}",True,42.01596469702003,,,,116882.81190584593,113656.24500000002,110429.67809415412,6453.133811691805,0.33438356755230003,1351.4398900972449,46.738830840161334,30.568696765186377,-53.261169159838666,-58.5330643696401,112779.09285714287,100.0,-5,-1796.6000000000058,-1.3729602259388154
1757304000000,110997.9,112054.4,110852.5,112045.9,1,2025-09-08T04:00:00Z,"{'open': 110997.9, 'high': 112054.4, 'low': 110852.5, 'close': 112045.9}",True,38.837290857446604,,,,116556.09634054285,113455.56999999999,110355.04365945714,6201.052681085712,0.2726724682891767,1378.8370408045846,33.16795710240783,35.978280347693634,-66.83204289759217,-84.71671484654048,112583.75238095237,100.0,-6,-1762.9000000000087,-1.611073352265453
1757282400000,110991.3,111559.8,110558.4,110997.9,1,2025-09-07T22:00:00Z,"{'open': 110991.3, 'high': 111559.8, 'low': 110558.4, 'close': 110997.9}",True,33.54833534450499,,,,116253.7701139326,113206.025,110158.2798860674,6095.490227865201,0.13774447707164272,1386.5986807471143,11.308957105730379,30.40524834943318,-88.69104289426963,-103.23501574334709,112365.90952380952,100.0,-7,-2832.800000000003,-2.960376485892717
1757260800000,111278.4,111324.2,110823.7,110991.3,1,2025-09-07T16:00:00Z,"{'open': 111278.4, 'high': 111324.2, 'low': 110823.7, 'close': 110991.3}",True,33.517378380303725,,,,115890.84533942188,112960.9,110030.9546605781,5859.890678843774,0.16388451458473,1323.305917836606,11.207476829079068,18.56146367907243,-88.79252317092093,-94.87602661289048,112153.09285714287,100.0,-8,-1258.0999999999913,-2.475643359740196
